Date,SRC,ID,loan_amnt,int_rate,installment,grade_new,annual_inc,verification_status_new,addr_state,fico_pct_change_new,revol_bal,revol_util,total_pymnt,total_rec_prncp,total_rec_int,last_pymnt_amnt,tot_cur_bal,total_rev_hi_lim,avg_cur_bal,tot_hi_cred_lim,total_bal_ex_mort,total_il_high_credit_limit,loan_status_new
7/1/2016,Reuters,84749136,5000,13.99,170.87,1,56000,1,WA,0,39676,94.5,2900.9,2103.17,797.73,170.87,73020,42000,8113,90760,73020,48760,0
7/1/2015,Fake,55472601,25000,18.55,642.34,0,91000,1,MD,0,18052,42.4,18602.1,9270.25,9331.85,642.34,85184,42600,7744,89663,85184,47063,0
4/1/2015,BBG,44553639,10000,12.69,335.45,1,75600,1,OH,0,7455,74,10262.55,10000,262.55,9934.15,42972,10050,3581,51709,42972,41659,0
1/1/2016,S&P,68904452,14400,14.85,341.45,1,70000,0,GA,0,6994,30.5,14997.37,14400,597.37,14326.35,122678,22900,20446,142016,22686,17000,0
7/1/2015,Reuters,53061559,12000,9.17,382.55,1,53000,1,NM,0,8528,37.9,12681.44,12000,681.44,10009.7,67660,22500,4833,94901,67660,72401,0
9/1/2017,Fake,116737918,15000,17.09,373.52,0,37000,1,MA,0,16624,39.7,1092.08,486.55,605.53,373.52,31811,41900,1515,66175,31811,24275,0
5/1/2015,BBG,49994898,1500,6.89,46.25,1,61000,1,TX,1,6102,16.9,1635.240409,1500,135.24,364.56,6102,36000,1220,36000,6102,0,0
10/1/2015,S&P,61338469,31000,19.19,807.41,0,120000,1,TX,0,17789,53.1,21207.48,9950.91,11256.57,807.41,347062,33500,24790,387674,347062,354174,0
12/1/2015,Reuters,67276492,4800,9.76,154.35,1,35000,1,NJ,0,2029,5,3709.33,3042.4,666.93,154.35,85185,40700,8519,109654,85185,63080,0
9/1/2015,Fake,60911543,11800,13.33,399.47,1,60000,0,OR,0,1845,61.5,10776.95,8396.71,2380.24,399.47,33226,3000,3692,56347,33226,53347,0
7/1/2015,BBG,54818556,33050,12.29,740.04,1,95000,1,NC,0,39192,61.1,21457.36,13479.43,7977.93,740.04,239845,64100,26649,283137,71496,43687,0
11/1/2015,S&P,65048835,12000,12.59,401.97,1,60000,1,HI,0,8531,59.7,10032.46,7844.79,2187.67,401.97,26456,14300,5291,34425,26456,20125,0
